Physical Activity,Day,Date,Journal,,,,,,,,,,,,,,,,,,,,,,,,
"tried, but was talking on phone to ria and barely did much",Saturday,07/19/2025," Took the subway, then bus, then subway to vaughan. Went to Maheinder Singhs house and met his family out of which mother and daughter were in CIBC. Had butter chicken and tasty food. Daughters husband from dps and does real estate of all types. You have his contact - keep it handy, may need it some day",,,,,,,,,,,,,,,,,,,,,,,,
gymmed hiit types before leaving,Sunday,07/20/2025,"Went to Bagwallas house in the evening, had a lot of food at theirs - butter chicken, dhoklas, koftas - so much. Ubered back home",,,,,,,,,,,,,,,,,,,,,,,,
Biked around and all. Did home workout,Monday,07/21/2025,"Had work and worked from home. Spoke to Dennis Fong and Human Alghaby from home. Great Chats. After that, biked with mom all the way to queens street and checked black market vintage. Then biked to college station and checked winners and got some really cool pants and a hoodie. Just what I wanted. Came back home and had chicken breast",,,,,,,,,,,,,,,,,,,,,,,,
"Did short wrokout at home - chest, abs, tri",Tuesday,07/22/2025,"Went to the office, left a bit late, met patrick thillou and had a great chat with him about structrued products and different ways to hedge securities. He told me his biggest challenges which were to find best products to hedge against. He also told me about certain courses I should take up, and about his own journey in the bank. After that, worked hard non stop and finished Deficiency writeup and TOE. After that, went to analakshmi, harbourfront, walked around cn tower, then biked from spadina to rosedale back home and did a short workout at home while mama papa were watching rookie.",,,,,,,,,,,,,,,,,,,,,,,,
"Did little back, jogged, abs at home",Wednesday,07/23/2025,"Went to office and reached around 9:15. Went to the focus room and focused on TOE really hard to analyze all different types of securities and its findings. Found some on tracker, some not on the tracker, acceptable list declined, not on acceptable list and approved. standardized rationales and was super confused. Anyway then biked back home through yonge, went to gym, bit of jog and walk with papa mama",,,,,,,,,,,,,,,,,,,,,,,,
Lots of walking,Thursday,07/24/2025,"Toronto Islands - Maggi and Salmon, Chicken fried rice, eggs ",,,,,,,,,,,,,,,,,,,,,,,,
,Friday,07/25/2025,DONT REMEMBER,,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,07/26/2025,"Ayush and Nikki came over and we all had fun. Nikki then went out and then we were planning to go to the ossington festival but it was raining to much. Had hot pot and then went back home. Mama made chicken biriyani, gobi ki sabzi, dal and roti, went to zara with ayush",,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,07/27/2025,"DONT REMEMBER, badiali and ossington, chilli chicken and veg manchurian, mama made paratha",,,,,,,,,,,,,,,,,,,,,,,,
,Monday,07/28/2025,DONT REMEMBER,,,,,,,,,,,,,,,,,,,,,,,,
cycled to metro and then walked and got the mattress,Tuesday,07/29/2025,Nikki came in the evening. Mama and I cycled to Metro and got groceries and then went to nikkis and got the mattress. Then Nikki came up and we all chilled for a while. Then nikki left. ,,,,,,,,,,,,,,,,,,,,,,,,
Biked to work,Wednesday,07/30/2025,Worked then prepped for the commercial banking interview and honestly got a great revision on all the ratios ,,,,,,,,,,,,,,,,,,,,,,,,
Biked to work,Thursday,07/31/2025,Came back at 6:30ish then slept a bit then prepped for the interview. Had the commercial banking one way interview and then chilled in peace,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,08/01/2025,Worked half day kinda barely. Had meetings with priyanka and did the work required. Then went to Vivek Uncles house by renting a car - long drive it was for sure. Then we had lot of food there - it was like a buffet. Ayush drove back and then we reached home. ,,,,,,,,,,,,,,,,,,,,,,,,
Walked/Jogged a lot ,Saturday,08/02/2025,Got up in the morning and went for a jog/ walk with ria around church yonge and bay. Got a tims horton coffee and then we all left back home. Had chicken breast and then went towatch the baseball game. Lot of fun. I was feeling a little low and quiet. Not sure why exactly in hindsight. I was feeling a little judged and felt like this slight distance at somepoint which I kind of do because I'm scared of being myself and getting rejected for it. So now I just stay a bit quiet and do the same to someone else instead just because I think I'm cooler. And by someone else I mean my sister who I keep telling doesn't know much. I faced what she faced for so long and absolutely hated it. If she doesn't know something. I should show her instead rather than shutting her down. That's just immature and not forming this kind of common talking point. So maybe you could sit down and explain everything you know about this and talk to her about it because no one will otherwise. Right? Atleast give it a shot maybe. Anyway then we went back home and mama made khichdi which I didnt eat,,,,,,,,,,,,,,,,,,,,,,,,
Walked a lot ,Sunday,08/03/2025,"Went to Niagara falls. Left to Union and then caught the train. It was a very smooth journey. We had sandwiches in the morning and then we went to TGIF and had TASSTYY food and amazing vibes. Was very happy and wholesome. Then we went to niagara falls and it was so so beautiful. But honestly the falls is incomplete without the people around you. If you were alone, your mind would be on trying to have someone around you to share this special moment with. I have a strong family and although we all are very different in our own ways, we are still one and come together and choose each other every single time. Anyway, then we went for the cruise which was heavenly. We had mist trickling onto all of us which felt like raindrops falling. Enjoyed every moment. Then we went through the touristic side of things and checked out rainforest cafe. We then walked back home and got a subway. Slept till 8 then went to the jacuzzi. Saw fireworks at night and we all took videos. We've seen better but it was a different experience seeing it niagara falls! We then walked to papa johns and got pizza. Papa and I went to the casino and made 50 to 30 to 70 then back to 50 but he was extremely happy",,,,,,,,,,,,,,,,,,,,,,,,
Walked and gymmed ,Monday,08/04/2025,"Got up and then went for breakfast down which was just ok compared to what we've had in other countries. We then went down to the falls and saw the falls from the brink of its fall. Then we went to the casino and made 90 bucks on roullete! Went to tim hortons and got lot of food then took the wego bus and reached the train. Stood outside the train which was honestly a boilingly hot experience. In the train had a very introspective experience for about 2 hours about my relationship and preceding events which felt relieving for where I am now. Free and open to do what I want. I am grateful for the step I had taken at that point of time and to not look back for even a second from that decision. And don't forget that last few days when you kinda just wanted to get our of there - the hotpot day. It was just not the right frame of mind - not the right person. We just weren't. And I'm happy that I have another opportunity in life to spend it with someone who I can have a better connection with. Who I can laugh with on my wavelength. Who doesnt have so much emotional baggage. Who's more free and would open me up more. Any way, reached back home and went to the gym and had a great workout. Then fixed the TV, watched kapil sharma show and then bit of criminals. Slept",,,,,,,,,,,,,,,,,,,,,,,,
"walked in islands lot, Hit legs and chest a bit",Tuesday,08/05/2025,"I worked a bit from home on my birthday. Did the commericial banking interview with tatiana, went to toronto islands, and had a chicken shawarma, chips, and some more stuff. Played Uno and gulam chor",,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,08/06/2025,"Met with Heather Kaine and had a great chat. Met ayush, disha ria and Eehita, got wingstop and maggi.",,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,08/07/2025,Went to Lawrence Market and distillery district. Ubered back home,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,08/08/2025,"Worked from home, priyanka gave me the sharepoint work last second to do. Then went out biking with papa to nathan phillips and had lot fun. He's very positive and keeps me thinking all the time. I love him. Then I want to eaton, got ria her rakhsabandhan gift. Went to Kinton Ramen! I paid for the treat and everyone was very happy. I felt very nice that I did something like that. Then we went to rexall, saw dundas square - African Parade was going on,took the subway and reached home ",,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,08/09/2025,"Went to mandir at 4pm, did krishin ji darshan, went to winners by uber, spent an hour there, got 5-6 t shirts and 2 shorts, ria got 1 track pant, looking for stuff to eat, had paneer tikka roll (achari). I tweas very yummy.  Then we walked to osmos and didnt like it. Ria wanted to try poutine. Found another place called basil. Mama and Ria ordered Thai Poutine which was horrible. We ubered back home. Then ria ordered beyond meat burger at night. Went to LCBO and ria and mama papa got cans for alch. I did short workout at home. Then watched kapil sharma while having beyond meat burgers.",,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,08/10/2025,papa mama left,,,,,,,,,,,,,,,,,,,,,,,,
,Monday,08/11/2025,Met ahan and arav after work,,,,,,,,,,,,,,,,,,,,,,,,
gymmed,Tuesday,08/12/2025,"rained a lot, went to the gym, biked and got groceries and had shawarma and cucumber for dinner",,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,08/13/2025,Came back home after work and prepped for interview,,,,,,,,,,,,,,,,,,,,,,,,
Jogged and biked and abs,Thursday,08/14/2025,Had interview in the afternoon. Biked to park in the evening and met ayush and disha. Ayush and I got guac then went back home. Took a while to select a movie then watched Ted 2. Slept. Had D spot.,,,,,,,,,,,,,,,,,,,,,,,,
walked and gymmed,Friday,08/15/2025,"Went to work for Student Leadership Program. Met ayush at cibc, chilled at his till 8. Got subwayed home. Walked quite a lot. Went gym? Had guac, watched hangover 2? and slept",,,,,,,,,,,,,,,,,,,,,,,,
gymmed ,Saturday,08/16/2025,Went to cheesecake factory and bowling. Also roamed around the mall for a while. Got these two to my place and then watched a movie for a bit. Slept late,,,,,,,,,,,,,,,,,,,,,,,,
walked,Sunday,08/17/2025,Wonderland with Ayush and Zayan. Came back and slept,,,,,,,,,,,,,,,,,,,,,,,,
walked,Monday,08/18/2025,"Worked till 5 then met Aman and went to a fancy pasta place. Walked around for a long time, then biked back home, got guac, watched hangover 3? made maggi, chicken etc.",,,,,,,,,,,,,,,,,,,,,,,,
Not much,Tuesday,08/19/2025,"Got up slightly late, worked from home. Did some urgent work priyanka wanted, sent kenchoni information, got ready for SPARK event. Attended it - was on design thinkin. Went for linner with Andy to Forat. Got guac and went for weapons with Ayush. Then came back home, had more guac and forat, then slept",,,,,,,,,,,,,,,,,,,,,,,,
"walked, biked, little gym",Wednesday,08/20/2025,"Worked on sending thank you note to employees, spoke with priyanka for a while, george for a while, and rupa for a while, went with Shaz for lunch and had a burrito. After work, went to harbourfront for a walk, felt very very nice. Then went to beavertail, got pistachio chocolate. Biked back home, 20 minute gym, abs at home a bit. watched passengers",,,,,,,,,,,,,,,,,,,,,,,,
badminton,Thursday,08/21/2025,"Went to office a bit late and send thank you notes to everyone I connected with. Went for lunch with the team and presented on cai to wealth team. Spoke with Darryl - 1:1. Went for Badminton and played with random chinese kid who was really good. Then played with ayush till 8:30. Had teriyaki chicken, 3 beers, and bit of guac.",,,,,,,,,,,,,,,,,,,,,,,,
gymmed - chest and tris,Friday,08/22/2025,"Worked from home barely. Gymmed, felt tired and slept after speaking to mama. Biked to gurjyots and then spoke there with her friends. Danced at Isabelles. Went to Public Gardens ",,,,,,,,,,,,,,,,,,,,,,,,
golf - walked a lot,Saturday,08/23/2025,"Got up and got ready for golf. Took the subway then reached the course and played golf till 5pm. Really fun and even got some pars/ boogies which was freakin crazy. Came back, ordered biriyani, finished one whole fucking guac throughout the night. Slept late and got up late af. Watched game of thrones episode 1, trevor wallace lol",,,,,,,,,,,,,,,,,,,,,,,,
gymmed - back bis - little glutes,Sunday,08/24/2025,"got up late and cleaned the house a bit. Did the dishes, did laundry, went gym. Was on laptop looking at old memoires",,,,,,,,,,,,,,,,,,,,,,,,
3 exercies - chest tris,Monday,08/25/2025,Worked from home and met Tanisha for hot pot at souper hot pot,,,,,,,,,,,,,,,,,,,,,,,,
Nothing,Tuesday,08/26/2025,ayushs friends. Sally called you extremely charming. Own that. You are. Your other coffee chat - Shira told me that you're great at fostering relationships - Own that. You are. Everyone loves you. You love everyone. You are good. Just eat well live well exercise and be happy. Happiness is a mindset that is acheived by you putting your mind into doing what you want to do and acheiving it. Be happy that you have things going on today. Be happy that it's better than nothing happening at all. Be happy of having chores and having a life worth of these fun activities. Be happy about being with yourself. Solace in solitude after all right. You are my goat rishabh. My rishu. Eat well be happy. Love you.,,,,,,,,,,,,,,,,,,,,,,,,
Rest day ,Wednesday,08/27/2025,"I need to relax, like fucking relax. I dont know why im simply getting worked up and tense. Its my last day 2 days at the bank. Relax and be happy. Its your last few days in the city! Relax and live free. Go out, listen to the pumped up fun music. Be free. Dont feel any sad emotions. Only be happy, nothing else. Whats troubling you? Like actually, is it yesterday and ayushs friends? Is it the fact that you cant get a validation for how you were yesterday and thats stressing you out? Because you need to know how you were? Because you need to know the impression that you made on people? This is the insecurity that she built in you. This is the part of you that has to change. You are scared. You are scared of being you. You believe others are perceiving you and forming an opinion about you. But let me ask you a question, the perception you have created of everyone has been positive right? No negative perception. Then why feel any opposite negativiity. What else, the flevin interaction? Is that what's troubling you? Is it the fact that you wanted to chat with that guy and you feel flevin heard and thinks that you want to be in commercial banking giving you a feeling of insecurity? Why? The samer way his perception was formed suddenly can also change instantly. and Relax because no one is actually caring. Relax. You have money. You are living your best life. You are looking amazing. Own it. I am looking amazing. You are the most beautiful man on planet earth and you need no one else to tell you that. You have a great personality and a contagious energy. ",,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,08/28/2025,"last day of work then rumble in the evening, then guac and slept.",,,,,,,,,,,,,,,,,,,,,,,,
,Friday,08/29/2025,"Finished packing met ayush in the afternoon had guac and watched f1 then slept a bit. Met nikki and got the tshirt back, then met ahan and gave his scale. Then met atharva and gurjyot for dinner. Then all out party with ayush and his friends. came back pretty late, walked/biked back home for the last time lol",,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,08/30/2025,flying. Bid farewell to toronto. Came back and unpacked and slept early by 9,,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,08/31/2025,"Got up in the morning early and went for grocery shopping. Walked all the way to wesbrook mall and even saw the thunderbird stadium which I dont think I actually ever saw or remember seeing which is crazy but its ok because I dont think I missed out or anything. After that, I met Amaan for a bit and had the leftovers from popeyes and caught up with him. Then got ready and left to stanley with the empty suitcases.. Biked and met the whole family. Went and dipped into the beach. got burgers and fries there. Then went to the hot tub and played antakshari for WAY too long. Got so sleepy I slept a lot",,,,,,,,,,,,,,,,,,,,,,,,
,Monday,09/01/2025,Got up around 10 and then tried doing amit mamas extension work. Then went to Ravi nanas for lunch and home depot. Then came back home and ubered. unpacked and felt a bit low... Then went to browns and had very tasty food and felt way way better lol. Came back finished unpacking and cleaning the room. Now sleeping,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,09/02/2025,imagine day and saw a lot of cool clubs that I wanted to join. Was with aarnav,,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,09/03/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,09/04/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,09/05/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,09/06/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,09/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Monday,09/08/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,09/09/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,09/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,09/11/2025,"I dont want to record everything above. I feel like it's a bit too much drama and craziness for me. i do feel like my emotions are all over the lpace and  I feel like it prevented my from really concentraiting on my courses and life that I hve created. Seeing her has made me really forget my personality and worth. I am jumping from one place to another and doing too much and just not living at my best productive capacity. I feel like IM all over the place. I am not eating right, sleeping right, and im getting way too overwhelmed by people, conversations, and everything. I am getting the feeling of wanting to be with her or else it is the end of the world. I am caring too much and everytihng. I need to take it easy a bit. Just beathe type shit yaar.. Just close your eyes to all this noise and remember toronto. You were moving on since you were away from all this noise, drama, and whatever you have put yourself in. Remember you are raelly wise. Just zoom out. Final year of university - Study your courses, pass them, join clubs you find interesting, read things you find interesting, play sports and go aquatics - you love doing that. Evaluate if you think if there would ever be a possibility with her in your life. Or frankly just dont give a shit and justleave women for the enxt 1 year. Just really fuck them. Be happy, dont think about htem. Youdidnt think much about them for a while and you were really happy. Like you know, dont make them the center of your attention. Just be with yourself and if you want to talk to someone, talk about fun stuff man, just change your perception and mind from all this to something else. You really dont need to stress so much about her. Just be happy and live. Dont stress, Enjoy, Go crazy. Only smile. Youre a grown ass man whos 22 years old. Fuck yeah man. Lets live a bit. One big thing about you was that you",,,,,,,,,,,,,,,,,,,,,,,,
,Friday,09/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,09/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,09/14/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Monday,09/15/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,09/16/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,09/17/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,09/18/2025,Met PwC recruiter and went for classes. Then played badminton and went to chachis for sandwich. Came back and watched severance and then slept,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,09/19/2025,"Had food with Mahee - lunch, went with shariq for the opening game - SO TIGHT LAST SECOND WIN. Ran onto the stadium and then went back to sleep because was feeling very sick",,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,09/20/2025,"Went next day to umangs, played some board games, had guac, got tipsy and had food. Watched humshakals and these guys put shaving cream on my face. Then ended up leaving late night",,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,09/21/2025,"Went for Demon Slayer with Amaan and Neel, was very sleepy. Then went to an indian restaurant and had coffee, biked from downtown to ubc for an hour and then had food. Went back home and memorized the essay.",,,,,,,,,,,,,,,,,,,,,,,,
,Monday,09/22/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,09/23/2025,Went for classes and the cc&l session and had pizza. And then went to koerners pub and one taco. Also went for the consulting event and spoke to elma makini. Went to the gym too.,,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,09/24/2025,It was clubs day and I ran into the board games club. Then I went for the free drop in session at night and met lot cool people into board games. Spoke with tme fro 2 hours. Before that I went for an entrepreurnship at innovationubc club and heard a man talk about startups and all. Had free pizza and met dwayne and gave him pizza too. Before that went for classes and dont remember if I hit the gym.,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,09/25/2025,"was pissed in the morning because of the shoerack. ended up calling arnav to deal with it. was going for econ class but then ran into career events thing in sauder and skipped econ 425. Then went for the BCG event with nubbh. Went for cpsc class after that and met arshdeep after that class. Met umang briefly at sauder, then came back home and did pwc application after speaking to Hajira and Ayush. Spoke to mama papa in the evening and slept.",,,,,,,,,,,,,,,,,,,,,,,,
,Friday,09/26/2025,"went for classes and gymmed between classes. met umang and agin at ikb, met saanvi and sav at brock and studied with them, met xya at brock and had pasta with her. She was crying about arnav's situation for a long time. left at 12ish and slept",,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,09/27/2025,"worked for the first half of the day in commons with dwayne. left to the gym at 6 with neel but ended up not going and went for the blind dating comedy show with saanvi, savindya, and her friends. then went to the gym, and the pit with shariq, umang, gaurav. ",,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,09/28/2025,"got up at 8 and watched a bit of the match, went for longboat and capsized on first attempt. Did it again and finished it. Went to Sun sushi and then got guac with sayuj. slept till 8 and then spoke to someone from then to 3:30 am then went to theirs and slept.",,,,,,,,,,,,,,,,,,,,,,,,
,Monday,09/29/2025,"woke up at not mine, did clickers for classs at 2, came back home and slept. got up and applied for a job. got ready for garba and burnaby, danced from 9 to 1:30am. chilled and spoke with daksh and sharanya and ansh and diya till 5am.",,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,09/30/2025,"got up at 12:30, spoke to mainji, woke everyone up, showered had breakfast, started working from 3:30 to 7:30, finished memorizing cs essay and studied economics 356. Had dinner and danced a bit. Then came back home with daksh and sharanya.",,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,10/01/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,10/02/2025,CIBC Recruitment Session,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,10/03/2025,Niko birthday - met everyone.,,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,10/04/2025,"intramurals and badminton with sriya - golf - dogshit cause I didnt play. Didnt for study shit, went to anis and did fuckall.",,,,,,,,,,,,,,,,,,,,,,,,
long trail,Sunday,10/05/2025,"Hiked to Belcarra - had mount everest noodles and chai wagon, drove to belcarra, saw the regional park and jug island trail; sat by the beach; gaurav got interested into we were liars and is binging and has told me to mention it",,,,,,,,,,,,,,,,,,,,,,,,
,Monday,10/06/2025,classes and studied. met ani in the evening and ended it for good - permanent.,,,,,,,,,,,,,,,,,,,,,,,,
gym,Tuesday,10/07/2025,"Got up, spoke to fam, then got ready for the exam. exam delayed to 11:30 then wrote it. After that, went for econ 425 and then came home. ate and slept from 3:30 to 6. Sent kevin and andrew emails and then studied a bit. Went for badminton and gym and gonna study now.",,,,,,,,,,,,,,,,,,,,,,,,
gym,Wednesday,10/08/2025,gymmed fs at night,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,10/09/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,10/10/2025,Studied then dinner with dwayne manan adeeb and all. Saw a fight dt. Pretty insane. ,,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,10/11/2025,Was in my head the whole day - did some stupid decisions. Should not have called her. Should not have cared. Wasted my whole day. Could not focus on anything.,,,,,,,,,,,,,,,,,,,,,,,,
badminton,Sunday,10/12/2025,Met her in the morning till 5pm and then studied in the nest till 8. Played badminton till 10 then studied from 10:20 to midngiht. Had guac and slept late because I ordered Rollzy at 2. Bad decision.,,,,,,,,,,,,,,,,,,,,,,,,
,Monday,10/13/2025,Went for haircut and studied I thknk,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,10/14/2025,Went for PwC pre interview social. Met Elma. Gaurav came dt with me too.,,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,10/15/2025,Spoke to James Logan from CIBC. Had a great chat then locked in ,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,10/16/2025,Met Andrew and Matthew from CIBC in the morning. Amazing experience. Great conversations. Saw burnaby regional park too ,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,10/17/2025,Gave RBC interview in the morning. Went for classes but felt so sleepy. Did GRSJ assignment and locked in for econ 425 too. Had guac,,,,,,,,,,,,,,,,,,,,,,,,
badmiton,Saturday,10/18/2025,Grinded in CIRS till badminton game at 5. Then badminton and diwali parrty till 2am,,,,,,,,,,,,,,,,,,,,,,,,
gymmed,Sunday,10/19/2025,"Alright Day, stressed about the interview very much. Went ponderosa and prepared for it. Then went gym too I think and jogged. Hit back and bis",,,,,,,,,,,,,,,,,,,,,,,,
,Monday,10/20/2025,PwC Interview then grinded 425 from 4 to 12:30 at cs building,,,,,,,,,,,,,,,,,,,,,,,,
Gymmed,Tuesday,10/21/2025,"Studied econ 425 in the morning, gave midterm and then went gym. Studied in sauder for few hours  - till 8pm. Played badminton, made ramen, ate and watched show, applied for cibc job and then watched bit more and slept",,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,10/22/2025,Studied at swing space alone whole day,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,10/23/2025,Studied in marine till 2 then with niko and jaime till 9pm then dipped home table tennis ,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,10/24/2025,gave exam met jaime and had some guac and slept till 7:45. Then went for halloween party at savindyas ,,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,10/25/2025,"Went to ikb and studied there from 1 to 5, played badminton and ate then studied till 10. Came back home did bs till 2 and slept",,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,10/26/2025,"Studied at home till 2 then left to ikb at 4. Studied there till 7:15, then break till 8ish, studied with sriya till 11",,,,,,,,,,,,,,,,,,,,,,,,
gymmed,Monday,10/27/2025,"I finished my midterms and  I felt so done with everything. Like a pain just lifted  off my shoulder. I felt freeing. However, I again also felt kind of purposeless on the day. I had a good time talking to mahimer and mark and then I did do a quick gym session. However, that was pretty much it. I then went for deaynes birthday party and I guesss I was carrying that burden of emptiness forward. I had the pizza and then I took them to nibe adn we jumped over the fence. I do still feel like I wasnt mentally there. Like I didnt want to be there. i felt like I had to be there. I don't know what I want to want to do. I think inside be there was a louder willingness to do something else. I think maybe it was ani? maybe somone who truly understnands and gets me is who I wanted to be with? Everyone in that room were individuals I very much did not mind being around. I just could bit care enough to actually care and communicate with. I dont want to know about them or their stories. Neither do I want to know about dwaynes. I dont care. I dont want to do haunted stories with these people. I dont want to play poker. I dont want to talk to nilab. I just simpy do not give a shit. And I feel the energy can be felt. There is an exchange. I do need to understand that I can live life completely in my terms and do only what I want to do. I did end up getting high that night after working with neel in marine commons. Was that what I really wanted to do? I believed that its what I wanted. Upon doing that, I also realized its not what I wanted to solely do. I need to fill my life with meaning and activities that make me feel like what im doing right now is correct.  ",,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,10/28/2025,Anis - deep serious convos,didnt see her for 22 days,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,10/29/2025,Left wednesday night - fought,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,10/30/2025,scotiabank event and ate food talked to ria for couple hours thats it,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,10/31/2025,"Halloween and went to the brewery haunted hotel place and honestly, ever since chris set foot into that place there was a feeling of superiority that he felt he was entitled to. But honestly, I just give a fuck. It wasnt me who did anything at all, it was all him. From the very onset, it was all him. He was showing a lot of attitude in the line and didnt give a fuck about talking to me there. Then even inside the place he very seriously said dont push me like as if I was a stranger he didnt know well. Like as if I violated his privacy or did somethign wrong. Its like he was searching for a reason and pounced on that instaneously even though for me it was to give him a taste of a thrilling experience I immersed myself into in the haunted hotel. I did feel stupid because I actually tried to patch things up/go for closure by initating that. But I just very strongly disliked the seriousness with which he said that and it really very fucking strongly reminded me of something he would do to an HPT. Piss off. Then I guess in shariqs place it did become better and then worse ",,,,,,,,,,,,,,,,,,,,,,,,
badminton,Saturday,11/01/2025,"Ani was there the whole day and I was extremely sad and hungry. Again, I dont know if I truly full wanted her to be there the whole day. I think she has made me scared of doing what I want and saying no to people. I am not going to get influenced by her or give her power. Even right now while she is beside me, I can simply just not give a fuck because I genuinely dont date her anymore so yeah. Its alright. ",,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,11/02/2025,life with ani,,,,,,,,,,,,,,,,,,,,,,,,
,Monday,11/03/2025,happy day,,,,,,,,,,,,,,,,,,,,,,,,
gymmed,Tuesday,11/04/2025,"went for class, didnt pay attention, went to ani and wanted to talk about the shirt, she blocked me, said horrible things about me, doesnt trust me and believes that I dont want her. A part of her is right, I really do not want to think about her. I am done. I am moving on. I have healed. I have gone again, tried and tested the waters again. I am confident of being alone. I am not goign to let go of another better girl and opportunity.  You did think mridula was chill and you guys spoke for 20 minutes that night. Go for it. Please. Dont wait for the ideal one. Just jump in and study as friends or something. Move on. Find girls organically. Meet people. You have a good body. you have a personality. I beg you rishabh please stay fucking strong",You have to stop caring about women. Stop caring about anyone. I am thinking about divyam getting that girl who i met and then within a span of 1 hour I messaged 2 girls. Take it easy please. I want to create a goal for myself that I am and want to enter 2026 single. I will enter consistent with the gym. I will enter happy and contempt. I will I will I will,,,,,,,,,,,,,,,,,,,,,,,
gymmed,Wednesday,11/05/2025,"Went for stat class, worked with jaime till 4. Spoke to dwayne, suhani, adn then gymmed. Hit legs at rec north, had a chat with Onur for an hour, spoke to divjot and wished her happy birthday for an hour. Should have kept the call faster. Watched and ate food.",,,,,,,,,,,,,,,,,,,,,,,,
gymmed,Thursday,11/06/2025,"Went for TD networking event from 12:30 to 2pm. Then chilled till 3:30. Went for class from 3:30 to 5. Most useless and just did monkeytype honestly. Kinda funny. Chilled with umang then when to gym and hit kinda chest and shoulders. Came back really tired, met Kajal and studied till 10:30",,,,,,,,,,,,,,,,,,,,,,,,
badmiton,Friday,11/07/2025,"Had a coffee chat in the morning early which went really good - Carrie Still. Then worked I guess till 5 pm. Didnt go for stat class. Took a nap from 3 to 4 and cleaned my room. Like a very good elder brother, I took ansh,diya,sharanya, daksh to badminton, then got everyone pizza, walked to sharanyas, played charades, danced, said hi to mainji, danced, watched 2 states.",,,,,,,,,,,,,,,,,,,,,,,,
rest,Saturday,11/08/2025,"Chilled at home, worked on preparing stuff to say for the interivew. Met niko and saran in the evening and had some banging food. evod back and slept decently early",,,,,,,,,,,,,,,,,,,,,,,,
"spikeball, swimming",Sunday,11/09/2025,"Spent most of my time outdoors, tried to get my head out of nervousness, aquatics, spike ball at spanish banks. lot of fun",,,,,,,,,,,,,,,,,,,,,,,,
